Cell,Number,Slice,Date,Sample,donor_id,Mouse date of birth,Mouse age,Mouse genotype,Targeted layer,Inferred layer,Cre,Exon reads,Intron reads,Intergenic reads,Sequencing batch,Number of genes detected,RNA family,BICCN_cluster_label,RNA type confidence,RNA type top-3,ALMVISp top-3,Length (bp),Yield (pgµl),User,Hold Time (min),Soma depth (µm),Soma depth (4x),Cortical thickness (4x),Cortical thickness (µm),Traced,Exclusion reasons,AP Fano factor,AP amplitude (mV),AP amplitude adaptation index,AP amplitude average adaptation index,AP coefficient of variation,AP threshold (mV),AP width (ms),Afterdepolarization (mV),Afterhyperpolarization (mV),Burstiness,ISI Fano factor,ISI adaptation index,ISI average adaptation index,ISI coefficient of variation,Input resistance (MOhm),Latency (ms),Latency @ +20pA current (ms),Max number of APs,Membrane time constant (ms),Rebound (mV),Rebound number of APs,Resting membrane potential (mV),Rheobase (pA),Sag area (mV*s),Sag ratio,Sag time (s),Spike frequency adaptation,Upstroke-to-downstroke ratio,Wildness,BICCN_ontology_term_id,BICCN_subclass_label,disease_ontology_term_id,assay_ontology_term_id,tissue_ontology_term_id,cell_type_ontology_term_id,development_stage_ontology_term_id,self_reported_ethnicity_ontology_term_id,sex_ontology_term_id,is_primary_data,organism_ontology_term_id,suspension_type,cell_type,assay,disease,organism,sex,tissue,self_reported_ethnicity,development_stage
20180501_sample_8,205,20180501_slice_8,2018-05-01,sample 8,mouse_XITQQ,2018-01-23,98,wt/wt,2/3,2/3,WT,382076,203835,40730,3,6902,Lamp5,Lamp5 Slc35d3,0.51,"Lamp5 Slc35d3 (50.9%), Lamp5 Pdlim5_2 (48.7%)",Lamp5 Lsp1 (100.0%),1510.0,232.28,Fede,25.0,249.0,96.7,614.7,1696.5720000000001,nan,nan,1.4589744244374798,68.8125379383564,0.9289872481391234,0.9857093617752586,0.17232428340286116,-22.430457174777985,1.8399999999999528,0.0,-18.29487457871437,0.6059179556153331,0.0024976821699676075,1.2446973616140713,1.0867707952844137,0.2727031820816556,228.92642589658504,588.6800000000002,91.96,28,8.853167532721393,3.1244636988053145,0,-53.881942960619924,45.882352941176464,0.0,1.0970433229578165,0.0,0.8,4.643723489829594,10.0,ILX:0770149,Lamp5 neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000058,na,PATO:0000384,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,14 weeks
20180502_sample_1,206,20180502_slice_1,2018-05-02,sample 1,mouse_ZTLGB,2018-02-05,86,wt/wt,5,5,WT,282840,53755,23626,3,2390,low quality,nan,,nan,nan,1511.0,92.06,Fede,20.0,545.6,203.3,503.2,1388.832,nan,nan,3.3952702901030856,62.59674951434136,0.9196143863469558,0.9918944953834262,0.3250442004944845,-15.575580298900606,0.6000000000000033,0.0,-15.694443136453627,0.0,0.0003282071106708378,1.251908396946563,1.0555895839047544,0.18311446328448905,105.61884085301844,22.08,13.40000000000001,62,9.006100321193252,1.2351141394361136,0,-44.233053590357294,181.42857142857144,0.0,1.112605972584475,0.0,0.7941176470588235,1.267527584434348,0.0,nan,nan,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000003,MmusDv:0000056,na,PATO:0000384,True,NCBITaxon:10090,cell,native cell,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,12 weeks
20180502_sample_2,207,20180502_slice_2,2018-05-02,sample 2,mouse_ZTLGB,2018-02-05,86,wt/wt,2/3,2/3,WT,490378,32771,30470,3,3702,low quality,nan,,nan,nan,1522.0,58.11,Matteo,12.0,345.7,125.0,556.1,1534.836,nan,nan,1.1266869421416097,98.91686588525772,0.92309701362385,0.9834449728012172,0.12812497796968386,-40.74236378073692,1.9200000000000328,0.0,-6.4819566905498505,0.3731105807478123,0.0049648171332337685,1.6695557963163603,1.2597604974545311,0.3089399303683039,114.30939568579201,192.76,117.96,12,11.112452378753678,0.11886043574975247,0,-82.13639110028744,121.33333333333331,0.0,1.0692051544309,0.0,0.7142857142857143,5.636758116502743,0.0,nan,nan,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000003,MmusDv:0000056,na,PATO:0000384,True,NCBITaxon:10090,cell,native cell,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,12 weeks
20180502_sample_3,208,20180502_slice_3,2018-05-02,sample 3,mouse_ZTLGB,2018-02-05,86,wt/wt,5,5,WT,1205135,729151,147191,3,14420,IT,L4/5 IT_2,0.99,L4/5 IT_2 (98.7%),L5 IT ALM Tmem163 Dmrtb1 (100.0%),2110.0,679.87,Fede,10.0,537.8,194.3,515.0,1421.4,y,nan,1.6152228014128125,94.32101808488369,0.9219406388098512,0.9888464930020668,0.1610152186404411,-21.84254489839077,1.7599999999999838,0.0,-5.050184205174446,0.21641791044776096,0.002348119601328903,1.2828784119106709,1.3239757735606883,0.24065945640692624,156.7863345630467,217.28,120.96,15,23.383187311635226,1.7502158291897132,0,-51.176615099608895,60.0,0.0,1.0821172898509317,0.0,0.6666666666666666,4.847677204136853,0.0,ILX:0770174,L4/5 IT,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000056,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,12 weeks
20180502_sample_4,209,20180502_slice_4,2018-05-02,sample 4,mouse_ZTLGB,2018-02-05,86,wt/wt,2/3,2/3,WT,588447,28457,41657,3,3876,IT,L2/3 IT_3,0.62,"L2/3 IT_3 (62.0%), L4/5 IT_1 (11.3%), L2/3 IT_2 (4.6%)","L2/3 IT VISp Adamts2 (62.0%), L2/3 IT VISp Rrad (31.0%), L2/3 IT VISp Agmat (6.0%)",1748.0,54.66,Matteo,12.0,188.6,67.1,565.2,1559.9520000000002,nan,nan,0.3492880308936001,95.00059857964516,0.8980171884103808,0.9606675301627636,0.06331518221135685,-34.79094430804253,1.8000000000000238,0.0,-6.774146109819412,0.0,0.00887009914909361,1.7940904893813483,1.4288792797655574,0.2561864833216746,60.935079013307885,151.60000000000005,98.24000000000002,5,6.524524197643873,0.0,0,-80.05467665940523,320.0,0.0,1.0151320524958305,0.0,,4.423506636093839,0.0,ILX:0770156,L2/3 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000056,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,12 weeks
20180508_sample_1,210,20180508_slice_1,2018-05-08,sample 1,mouse_CQEQX,2017-11-23,166,wt/wt,2/3,2/3,WT,1305202,1658129,200256,3,9881,Pvalb,Pvalb Il1rapl2,0.79,"Pvalb Il1rapl2 (78.7%), Pvalb Calb1_2 (13.7%), Pvalb Reln (4.1%)","Pvalb Tpbg (52.0%), Pvalb Reln Itm2a (43.0%)",1725.0,112.66,Fede,35.0,255.8,85.2,568.3,1568.5079999999998,nan,nan,2.3391165000814658,79.3455746024847,0.9185593908502568,0.9950731230239858,0.24975819650739994,-48.910748213529594,0.5599999999999911,0.0,-14.578480273485185,0.0,8.888628787422411e-05,1.330330330330329,1.0516823196273963,0.11920202409514714,198.62396949529648,21.84,12.96,96,11.681077945523885,0.5736578892649788,0,-67.14733929783105,80.0,0.0,1.0270153702158011,0.0,0.9,1.2507493196157358,0.0,ILX:0770154,Pvalb neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000073,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,23 weeks
20180508_sample_2,211,20180508_slice_2,2018-05-08,sample 2,mouse_CQEQX,2017-11-23,166,wt/wt,5,5,WT,528204,1481742,398024,3,9377,IT,L5 IT_1,0.7,"L5 IT_1 (69.6%), L5 IT_2 (13.1%), L4/5 IT_2 (9.9%)","L5 IT ALM Lypd1 Gpr88 (44.0%), L5 IT ALM Cbln4 Fezf2 (16.0%), L6 IT VISp Penk Fst (15.0%)",1505.0,111.46,Matteo,13.0,744.2,247.9,541.0,1493.16,nan,nan,5.141864693079202,96.52532637119292,0.7671680145895691,1.001952573766399,0.2990754582253369,-44.32544857263565,1.3999999999999846,0.0,-5.009658634662628,0.6446428571428573,0.0033986168846116714,6.541528239202662,2.1481442267540687,0.3197039663230461,223.0294557660819,115.16,54.40000000000001,19,17.731175406386186,0.7785980502536489,0,-72.22182364314794,60.0,0.0,1.074272795451952,0.0,0.8,3.8679971859106517,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000073,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,23 weeks
20180508_sample_3,212,20180508_slice_3,2018-05-08,sample 3,mouse_CQEQX,2017-11-23,166,wt/wt,2/3,2/3,WT,600984,21385,47442,3,4508,IT,L2/3 IT_3,0.67,"L2/3 IT_3 (67.0%), L2/3 IT_2 (8.9%), L6 CT Grp (7.1%)","L2/3 IT VISp Agmat (89.0%), L2/3 IT ALM Ptrf (7.0%)",1729.0,16.14,Fede,10.0,220.7,81.9,577.4,1593.624,y,nan,4.560959662018966,92.51658618450165,0.7271237450519652,0.9580957151084889,0.26349625908445024,-43.72163489460945,1.36,0.0,-2.4882815778255463,0.6251896813353561,0.023946542091522287,4.336032388663961,2.2518247389613752,0.6766953755796085,84.58764577905337,16.160000000000007,12.440000000000007,12,6.078269373269428,0.02063213004622355,0,-73.86689305901527,320.0,0.0,1.02690464597806,0.0,0.5714285714285714,3.447025676821231,0.0,ILX:0770156,L2/3 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000073,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,23 weeks
20180508_sample_4,213,20180508_slice_4,2018-05-08,sample 4,mouse_CQEQX,2017-11-23,166,wt/wt,2/3,2/3,WT,795150,431640,88749,3,7975,IT,L2/3 IT_3,0.68,"L2/3 IT_3 (67.9%), L2/3 IT_1 (21.4%), L2/3 IT_2 (7.4%)","L2/3 IT VISp Rrad (68.0%), L2/3 IT VISp Adamts2 (28.0%)",1506.0,62.94,Matteo,12.0,213.9,71.4,586.2,1617.912,nan,nan,1.7473748069534225,91.51620045304298,0.7232443296793182,0.914241226915106,0.15865370585948835,-36.168783903121955,1.8799999999999928,0.0,-6.520483642816544,0.2296325633687653,0.009423966464296038,1.5081240768094537,1.5081240768094537,0.3196371273045705,89.59656316077421,99.56000000000002,66.84,7,10.788050505669112,0.0,0,-79.29871898144485,240.0,0.0,1.0129965705431012,0.0,0.75,5.662773026456241,0.0,ILX:0770156,L2/3 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000073,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,23 weeks
20180509_sample_1,214,20180509_slice_1,2018-05-09,sample 1,mouse_QQBBV,2018-02-15,83,wt/wt,2/3,2/3,WT,903525,110155,131703,3,5791,low quality,nan,,nan,nan,1768.0,42.96,Fede,10.0,275.0,98.1,505.1,1394.076,y,nan,1.5856207107793845,96.30699828267096,0.8306775790571056,0.9829023409984502,0.15730744908667052,-42.05877706408501,2.0000000000000018,0.0,-2.185910940170288,0.5198776758409789,0.0037270454928593783,4.19175455417066,1.9047912559724611,0.2842230136167531,94.0934102038542,240.28000000000003,99.48000000000002,13,11.695583476287398,0.06421693579279975,0,-72.04311468154191,140.0,0.0,1.0398090178775523,0.0,0.625,5.516952447845186,0.0,nan,nan,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000003,MmusDv:0000055,na,PATO:0000384,True,NCBITaxon:10090,cell,native cell,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,11 weeks
20180509_sample_2,215,20180509_slice_2,2018-05-09,sample 2,mouse_QQBBV,2018-02-15,83,wt/wt,2/3,2/3,WT,698049,1524115,278093,3,12383,IT,L2/3 IT_3,0.99,L2/3 IT_3 (99.0%),"L2/3 IT VISp Agmat (77.0%), L2/3 IT ALM Macc1 Lrg1 (19.0%)",1797.0,276.8,Matteo,15.0,305.7,116.1,577.0,1592.52,nan,nan,1.517837612040929,88.97586166858673,0.783530571326261,0.9364083103220444,0.14915924468158034,-37.547584623098366,2.0000000000000018,0.0,-6.078094244003296,0.6328648524824322,0.01761786713033399,1.6119402985074625,1.4016544275574843,0.4375579215278142,98.81342126381772,84.92000000000003,86.4,7,21.014284465111714,0.0,0,-71.1275465860963,200.0,0.0,1.025523282651621,0.0,0.4,4.201875722492034,0.0,ILX:0770156,L2/3 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000055,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,11 weeks
20180509_sample_3,216,20180509_slice_3,2018-05-09,sample 3,mouse_QQBBV,2018-02-15,83,wt/wt,2/3,2/3,WT,1220777,1944348,265250,3,11977,IT,L2/3 IT_3,0.93,"L2/3 IT_3 (93.1%), L4/5 IT_1 (3.6%)","L2/3 IT VISp Agmat (61.0%), L2/3 IT ALM Macc1 Lrg1 (39.0%)",1538.0,320.83,Fede,10.0,338.7,121.0,586.1,1617.636,y,nan,1.5191000566257769,90.67527949810028,0.8114489007805874,0.9159120893699488,0.14903466692348633,-41.79970920085907,1.5199999999999936,0.0,-7.554929703474045,0.7069892473118282,0.015415975269546862,1.7311446317657506,1.7311446317657506,0.5113942925173935,57.9615463912487,117.08,72.76000000000002,10,9.723151561612712,0.15924356026582132,0,-79.90855877548454,240.0,0.0,1.060876287982896,0.0,0.42857142857142855,4.399161055840538,0.0,ILX:0770156,L2/3 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000055,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,11 weeks
20180509_sample_5,218,20180509_slice_3,2018-05-09,sample 5,mouse_QQBBV,2018-02-15,83,wt/wt,2/3,2/3,WT,1352292,1730462,287098,3,10865,IT,L2/3 IT_3,0.85,"L2/3 IT_3 (84.9%), L2/3 IT_2 (11.0%)","L2/3 IT VISp Agmat (64.0%), L2/3 IT ALM Macc1 Lrg1 (34.0%)",1668.0,146.92,Fede,12.0,250.5,90.7,586.1,1617.636,y,nan,0.7793512550931525,95.39321437478064,0.9019004313420566,0.9856310415689784,0.10661976672388572,-38.396678864955895,1.6800000000000148,0.0,-4.782784730195999,0.3302692055154301,0.002155764516354977,2.6728452270620946,1.6584078907325592,0.21283488210946644,91.58373583356531,167.0,89.52000000000002,13,9.629161476055843,0.14713739902218492,0,-73.97973034381866,160.0,0.0,1.0280860213309282,0.0,0.8571428571428571,4.3818817086321316,0.0,ILX:0770156,L2/3 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000055,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,11 weeks
20180509_sample_7,219,20180509_slice_5,2018-05-09,sample 7,mouse_QQBBV,2018-02-15,83,wt/wt,5,5,WT,1313590,1475285,224480,3,13027,IT,L5 IT_1,0.99,L5 IT_1 (99.4%),"L5 IT ALM Tmem163 Arhgap25 (86.0%), L5 IT VISp Hsd11b1 Endou (7.0%), L5 IT VISp Batf3 (3.0%)",1511.0,344.77,Fede,13.0,609.4,223.2,540.5,1491.78,y,nan,1.5916403329037727,93.09404715895651,0.6793734101949118,1.0157467595540195,0.1535435056035238,-46.313777565956116,1.7599999999999838,0.0,4.435833543539046,0.0,0.004782507864086697,3.4795081967213197,2.8887529205043565,0.332476858836693,123.0244942605495,169.16,130.32000000000002,14,27.557803339396834,2.4236826063618224,0,-71.44038157314063,80.0,0.0,1.084629391798022,0.0,0.5555555555555556,4.40631776132186,0.0,ILX:0770157,L5 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000055,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,11 weeks
20180509_sample_9,220,20180509_slice_7,2018-05-09,sample 9,mouse_QQBBV,2018-02-15,83,wt/wt,2/3,2/3,WT,1427496,549046,102504,3,12074,IT,L2/3 IT_3,0.51,"L2/3 IT_3 (51.1%), L2/3 IT_1 (18.7%), L2/3 IT_2 (18.3%)","L2/3 IT VISp Adamts2 (56.0%), L2/3 IT VISp Rrad (28.0%), L2/3 IT VISp Agmat (9.0%)",1522.0,382.92,Fede,10.0,218.3,79.8,583.9,1611.5639999999999,nan,nan,2.5045309889490333,97.51158580183984,0.8358950240016092,0.97877803043512,0.1990805722406172,-48.42841625213623,2.3600000000000008,0.0,1.2755431234836578,0.4668697638994671,0.0044735601524224285,3.4443069306930667,1.8805312227977669,0.289329965955,123.8648914222916,96.72,61.76000000000001,12,14.960483331945705,0.0,0,-76.26235813796521,120.0,0.0,1.0243877260779897,0.0,0.7142857142857143,6.7843018157770425,0.0,ILX:0770156,L2/3 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000055,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,11 weeks
20180510_sample_2,221,20180510_slice_2,2018-05-10,sample 2,mouse_WEAAS,2018-02-05,94,wt/wt,2/3,2/3,WT,3115931,3078692,389053,3,13296,Pvalb,Pvalb Reln,1.0,Pvalb Reln (99.9%),Pvalb Reln Itm2a (100.0%),2047.0,384.57,Matteo,36.0,478.5,171.4,643.6,1776.336,y,nan,0.1016629372540656,64.98273648321629,0.9388275878659278,0.9965922860519368,0.044214085382632835,-45.25327682495117,0.68,0.0,-13.48770409822464,0.24719940253920816,6.109079501658152e-05,1.1176470588235297,1.0188151467021962,0.07019972755730068,175.4581247487416,9.160000000000002,6.000000000000004,49,12.663415774406428,0.5309747386384913,0,-56.21840900108218,60.0,0.0,1.0312764368988985,0.0,0.8846153846153846,1.407475828545978,0.0,ILX:0770154,Pvalb neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000057,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,13 weeks
20180510_sample_3,222,20180510_slice_3,2018-05-10,sample 3,mouse_WEAAS,2018-02-05,94,wt/wt,2/3,2/3,WT,1164956,1641032,233490,3,9343,IT,L2/3 IT_3,0.95,L2/3 IT_3 (95.4%),"L2/3 IT VISp Rrad (58.0%), L2/3 IT VISp Agmat (39.0%)",1855.0,179.13,Fede,15.0,203.3,75.1,531.5,1466.94,nan,nan,0.7473701459362991,81.60834573209286,0.8444617451344664,0.9634081945786738,0.10476602260245832,-29.67529557645321,1.9200000000000328,0.0,-7.991457358002663,0.6532458307143199,0.051813992120661116,1.9285714285714288,1.74605593671503,0.7372526186748074,134.0949982727567,169.64000000000004,72.84000000000002,7,13.789076994955051,0.3153510842519722,0,-70.4420468464494,142.85714285714286,0.0,1.0437610674714521,0.0,0.4,4.479923316717558,0.0,ILX:0770156,L2/3 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000057,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,13 weeks
20180510_sample_4,223,20180510_slice_4,2018-05-10,sample 4,mouse_WEAAS,2018-02-05,94,wt/wt,2/3,2/3,WT,3096828,1598398,252629,3,14092,IT,L2/3 IT_3,0.87,"L2/3 IT_3 (86.7%), L2/3 IT_2 (6.6%), L5 ET_2 (4.0%)","L2/3 IT ALM Macc1 Lrg1 (71.0%), L2/3 IT VISp Agmat (29.0%)",1876.0,787.81,Matteo,16.0,358.8,126.1,610.3,1684.4279999999999,nan,nan,3.4888126732333524,87.17137016355991,0.6633640963439236,0.8709942893825211,0.2388842142268973,-30.016938224434853,1.9599999999999893,0.0,-8.515151217579843,0.0,0.02061106596767146,2.4642857142857126,2.0912600781757567,0.5478563540258032,80.43760292054641,121.28,82.92000000000002,5,10.010155122856617,0.2505879366587038,0,-78.99651574641466,280.0,0.0,1.025668270057982,0.0,,4.802050839053969,0.0,ILX:0770156,L2/3 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000057,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,13 weeks
20180510_sample_5,224,20180510_slice_5,2018-05-10,sample 5,mouse_WEAAS,2018-02-05,94,wt/wt,5,5,WT,877238,1728594,270210,3,12926,IT,L4/5 IT_2,0.77,"L4/5 IT_2 (76.7%), L5 IT_1 (17.9%), L5 ET_2 (2.9%)","L5 IT ALM Lypd1 Gpr88 (67.0%), L5 IT ALM Tmem163 Dmrtb1 (31.0%)",1863.0,454.14,Fede,10.0,489.0,171.3,532.2,1468.872,y,nan,1.5334227498396062,87.91330829262733,0.8318359347271532,0.9881416903741936,0.16252835990734552,-37.022795528173454,2.1200000000000108,0.0,1.885570585727692,0.20335700451904387,0.004534326357543425,1.5630630630630629,1.5255544971583923,0.30500968178339016,147.83262721697486,277.24000000000007,123.80000000000004,13,19.695218125797926,0.8523315777967468,0,-57.880460657179356,60.0,0.0,1.0373609305924796,0.0,0.625,5.07126327962006,0.0,ILX:0770174,L4/5 IT,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000057,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,13 weeks
20180510_sample_9,225,20180510_slice_7,2018-05-10,sample 9,mouse_WEAAS,2018-02-05,94,wt/wt,5,5,WT,2774653,1408898,220982,3,11509,IT,L4/5 IT_2,0.71,"L4/5 IT_2 (71.0%), L5 IT_1 (15.3%), L4/5 IT_1 (12.3%)","L5 IT VISp Hsd11b1 Endou (69.0%), L5 IT ALM Cbln4 Fezf2 (27.0%)",2027.0,211.4,Fede,15.0,465.7,168.5,492.1,1358.1960000000001,nan,nan,1.4081937210021536,80.27297444641592,0.7259756262900162,0.9976156395909644,0.15329274716146865,-28.242586180567738,1.5200000000000211,3.6304332315921775,-3.788786008954048,0.6287406142325079,0.002993682391257384,2.4405737704918034,1.2337308560414342,0.2969266052934262,351.3408915735781,153.92000000000004,63.600000000000016,18,22.67398270100248,1.2233976654444945,0,-60.52865594252944,40.0,63.18277696073049,1.0826430386971622,0.4783600000000001,0.8,3.631926058614456,0.0,ILX:0770174,L4/5 IT,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000057,na,PATO:0000383,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,13 weeks
20180515_sample_1,226,20180515_slice_1,2018-05-15,sample 1,mouse_BULZF,2018-01-26,109,Pvalb-Cre/wt; Ai9/wt,2/3,2/3,PV+,209167,222517,36049,3,6777,Pvalb,Pvalb Reln,0.73,"Pvalb Reln (72.7%), Pvalb Il1rapl2 (11.7%), Pvalb Kank4 (10.7%)",Pvalb Reln Itm2a (100.0%),1523.0,45.02,Fede,25.0,410.0,150.0,649.1,1791.516,y,nan,1.1600963084861535,70.03893703222275,0.9774724077953344,0.9985454173992288,0.1581031184385203,-37.25124523043633,0.5600000000000049,0.0,-21.618306636810303,0.0,4.7013143630775566e-05,1.0433070866141745,1.0088007973747084,0.08111603215596527,225.37644270434976,134.28,18.4,85,14.403297106723773,5.172733091683227,0,-61.53756548240781,60.0,52.20431067943576,1.182204545080895,0.51444,0.9302325581395348,1.1055181220009145,1.0,ILX:0770154,Pvalb neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000059,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,15 weeks
20180515_sample_6,227,20180515_slice_6,2018-05-15,sample 6,mouse_BULZF,2018-01-26,109,Pvalb-Cre/wt; Ai9/wt,5,5,PV+,499226,325885,76456,3,6733,Pvalb,Pvalb Reln,0.93,"Pvalb Reln (93.0%), Pvalb Gpr149 (3.4%)",Pvalb Reln Itm2a (95.0%),1676.0,68.11,Matteo,30.0,571.5,202.4,579.2,1598.592,nan,nan,3.1418012761246765,74.81352984905244,0.9450203077853416,0.9968653812820962,0.28657902438965244,-42.775105684995644,0.5600000000000049,0.0,-16.427669674158096,0.0,0.00017687101536809674,1.1762452107279702,1.0419377651141106,0.1461695398194177,189.64136330570489,28.92,18.680000000000003,73,4.2086305902624765,1.7254998121731546,0,-86.9757628709078,140.0,0.0,1.0831294998047971,0.0,0.8947368421052632,1.0767102631049996,0.0,ILX:0770154,Pvalb neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000617,MmusDv:0000059,na,PATO:0000383,True,NCBITaxon:10090,cell,GABAergic neuron,Patch-seq,normal,Mus musculus,female,primary motor cortex,na,15 weeks
20180522_sample_1,228,20180522_slice_1,2018-05-22,sample 1,mouse_WDWKX,2018-02-05,106,wt/wt,2/3,2/3,WT,883194,708951,99116,3,9289,IT,L4/5 IT_1,0.56,"L4/5 IT_1 (56.0%), L2/3 IT_3 (39.0%)","L4 IT VISp Rspo1 (63.0%), L5 IT ALM Pld5 (20.0%), L2/3 IT ALM Macc1 Lrg1 (15.0%)",1589.0,124.51,Fede,11.0,358.1,145.8,521.6,1439.616,nan,nan,1.7554694562567168,81.72039315104485,0.7407945349698793,0.8911179805024905,0.16322714524782256,-36.7249920964241,1.6400000000000026,0.0,-4.970848560333252,0.0,0.023359403265424062,1.1810737033666976,1.709906771283634,0.5809602888149465,62.632722556591,43.12000000000002,29.40000000000001,5,7.044698769505472,0.030873335479384426,0,-67.10155619680883,320.0,0.0,1.0140410227330774,0.0,,3.7575695913945495,0.0,ILX:0770174,L4/5 IT,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000059,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,15 weeks
20180522_sample_2,229,20180522_slice_2,2018-05-22,sample 2,mouse_WDWKX,2018-02-05,106,wt/wt,2/3,2/3,WT,826521,1072728,164431,3,9895,IT,L2/3 IT_3,0.97,L2/3 IT_3 (97.4%),"L2/3 IT VISp Agmat (56.0%), L2/3 IT ALM Macc1 Lrg1 (23.0%), L2/3 IT VISp Rrad (21.0%)",1524.0,165.61,Matteo,12.0,327.5,135.3,541.6,1494.816,nan,nan,1.6794245352821122,90.02939984202385,0.812407290310354,0.966696284347348,0.16161577777986064,-39.90976884961128,2.400000000000013,0.0,-2.628881484270096,0.5882315241203929,0.005148485227667715,1.7914262159934045,1.4370002573313894,0.2837762604974457,120.04740764449042,127.68000000000002,83.00000000000001,10,11.557628352411768,0.3803933452299049,0,-82.68317484110594,160.0,0.0,1.065306895553623,0.0,0.6666666666666666,5.179400370385625,0.0,ILX:0770156,L2/3 IT neuron,PATO:0000461,EFO:0008853,UBERON:0001384,CL:0000679,MmusDv:0000059,na,PATO:0000384,True,NCBITaxon:10090,cell,glutamatergic neuron,Patch-seq,normal,Mus musculus,male,primary motor cortex,na,15 weeks
